관리번호,수종,수목위도,수목경도,추정높이_m,추정너비_m
02-아양로8길-가-0005,이팝나무,35.88140515,128.6189539,2.5,1.0
02-아양로8길-가-0013,이팝나무,35.88061404,128.6191351,2.5,1.0
02-송라로-가-0113,칠엽수,35.87985851,128.6149016,2.5,1.0
02-아양로-가-0523,양버즘나무,35.88239679,128.6199469,2.5,1.0
02-신암로-가-0085,양버즘나무,35.88082007,128.6121733,2.5,1.0
02-아양로-가-0013,양버즘나무,35.8813864,128.6158672,2.5,1.0
02-아양로-가-0548,양버즘나무,35.88152229,128.6155128,2.5,1.0
02-신성로-가-0078,은행나무,35.88035052,128.6138097,2.5,1.0
02-신성로-가-0080,은행나무,35.88045719,128.6136349,2.5,1.0
02-아양로8길-가-0056,이팝나무,35.88017826,128.6194809,2.5,1.0
02-송라로-가-0140,칠엽수,35.87957974,128.6147813,2.5,1.0
02-대현로-가-0045,양버즘나무,35.88184992,128.6121559,2.5,1.0
02-신암로-가-0056,양버즘나무,35.88077848,128.6129232,2.5,1.0
02-신암로-가-0058,양버즘나무,35.88081368,128.613101,2.5,1.0
02-신암로-가-0049,양버즘나무,35.8805748,128.6119544,2.5,1.0
02-아양로7길-가-0015,이팝나무,35.88307098,128.6169103,2.5,1.0
02-송라로-가-0145,칠엽수,35.87920905,128.6149848,2.5,1.0
02-신성로-가-0067,은행나무,35.87936591,128.6145145,2.5,1.0
02-송라로-가-0121,칠엽수,35.88057178,128.6145167,2.5,1.0
02-아양로-가-0553,양버즘나무,35.88137128,128.6147482,2.5,1.0
02-신암로-가-0064,양버즘나무,35.88091307,128.6136873,2.5,1.0
02-아양로8길-가-0010,이팝나무,35.88086208,128.6190771,2.5,1.0
02-아양로8길-가-0022,이팝나무,35.87951225,128.6196728,2.5,1.0
02-신성로-가-0075,은행나무,35.88039267,128.6139981,2.5,1.0
02-대현로-가-0005,은행나무,35.88115333,128.6117887,2.5,1.0
02-대현로-가-0009,은행나무,35.88144634,128.6118409,2.5,1.0
02-아양로-가-0012,양버즘나무,35.88136874,128.6157778,2.5,1.0
02-아양로-가-0016,양버즘나무,35.88142843,128.6161176,2.5,1.0
02-아양로-가-0540,양버즘나무,35.8818259,128.6170608,2.5,1.0
02-신암로-가-0046,양버즘나무,35.88047011,128.6116275,2.5,1.0
02-아양로8길-가-0002,이팝나무,35.8816224,128.6189066,2.5,1.0
02-아양로8길-가-0055,이팝나무,35.87990697,128.6196267,2.5,1.0
02-아양로8길-가-0049,이팝나무,35.87950119,128.6198345,2.5,1.0
02-아양로-가-0531,양버즘나무,35.88219194,128.6188805,2.5,1.0
02-아양로-가-0027,양버즘나무,35.88180194,128.6179441,2.5,1.0
02-신성로-가-0105,은행나무,35.87961525,128.6116452,2.5,1.0
02-신성로-가-0102,은행나무,35.87975233,128.611821,2.5,1.0
02-송라로-가-0136,칠엽수,35.87991315,128.6146039,2.5,1.0
02-송라로-가-0108,칠엽수,35.87953557,128.6150591,2.5,1.0
02-아양로-가-0022,양버즘나무,35.88161608,128.6170189,2.5,1.0
02-대현로-가-0028,양버즘나무,35.88132038,128.6140599,2.5,1.0
02-대현로-가-0034,양버즘나무,35.88153475,128.613288,2.5,1.0
02-아양로8길-가-0021,이팝나무,35.87973373,128.6195595,2.5,1.0
02-아양로8길-가-0051,이팝나무,35.87962349,128.6197718,2.5,1.0
02-아양로-가-0040,양버즘나무,35.88232585,128.6204524,2.5,1.0
02-아양로-가-0017,양버즘나무,35.88145357,128.6161749,2.5,1.0
02-아양로-가-0005,양버즘나무,35.88121175,128.6149829,2.5,1.0
02-아양로7길-가-0007,이팝나무,35.88231441,128.617133,2.5,1.0
02-송라로-가-0144,칠엽수,35.87928035,128.6149441,2.5,1.0
02-아양로-가-0020,양버즘나무,35.88154104,128.6166279,2.5,1.0
02-아양로-가-0014,양버즘나무,35.88140637,128.6159684,2.5,1.0
02-아양로8길-가-0014,이팝나무,35.88054345,128.6191557,2.5,1.0
02-아양로8길-가-0058,이팝나무,35.88031032,128.6194144,2.5,1.0
02-아양로8길-가-0067,느티나무,35.88094637,128.6192048,2.5,1.0
02-아양로-가-0538,양버즘나무,35.88189945,128.6174259,2.5,1.0
02-아양로-가-0009,양버즘나무,35.88131813,128.6155215,2.5,1.0
02-대현로-가-0042,양버즘나무,35.88175123,128.6125094,2.5,1.0
02-대현로-가-0024,양버즘나무,35.88136177,128.6132795,2.5,1.0
02-신암로-가-0048,양버즘나무,35.88054869,128.6118497,2.5,1.0
02-아양로8길-가-0007,이팝나무,35.88104991,128.619036,2.5,1.0
02-아양로8길-가-0050,이팝나무,35.87956506,128.6198017,2.5,1.0
02-송라로-가-0132,칠엽수,35.88018345,128.6144586,2.5,1.0
02-신성로-가-0069,은행나무,35.87979436,128.614166,2.5,1.0
02-신성로-가-0070,은행나무,35.87994709,128.6140383,2.5,1.0
02-신성로-가-0073,은행나무,35.88042556,128.6141237,2.5,1.0
02-신암로-가-0066,칠엽수,35.88094916,128.6139765,2.5,1.0
02-송라로-가-0110,칠엽수,35.87965949,128.6150026,2.5,1.0
02-대현로-가-0002,은행나무,35.88093349,128.6117496,2.5,1.0
02-신암로-가-0067,양버즘나무,35.88109604,128.6135256,2.5,1.0
02-신암로-가-0071,양버즘나무,35.88102988,128.613203,2.5,1.0
02-신성로-가-0081,은행나무,35.8806252,128.6136122,2.5,1.0
02-신암로-가-0062,양버즘나무,35.88088486,128.6134588,2.5,1.0
02-신암로-가-0047,양버즘나무,35.88051045,128.6117188,2.5,1.0
02-아양로8길-가-0009,이팝나무,35.88091342,128.6190658,2.5,1.0
02-아양로8길-가-0024,이팝나무,35.8793357,128.6197673,2.5,1.0
02-송라로-가-0112,칠엽수,35.87979507,128.6149357,2.5,1.0
02-아양로-가-0528,양버즘나무,35.88226905,128.6193253,2.5,1.0
02-아양로-가-0037,양버즘나무,35.88222436,128.6200664,2.5,1.0
02-아양로-가-0021,양버즘나무,35.88159979,128.6169338,2.5,1.0
02-아양로-가-0007,양버즘나무,35.88127531,128.6153047,2.5,1.0
02-아양로-가-0019,양버즘나무,35.88148939,128.6164195,2.5,1.0
02-신암로-가-0086,양버즘나무,35.88078327,128.6119927,2.5,1.0
02-신성로-가-0086,은행나무,35.88062827,128.6135323,2.5,1.0
02-신성로-가-0083,은행나무,35.88070674,128.6135801,2.5,1.0
02-신암로-가-0042,양버즘나무,35.88000574,128.6109821,2.5,1.0
02-아양로8길-가-0057,이팝나무,35.88023254,128.6194536,2.5,1.0
02-아양로8길-가-0072,느티나무,35.8817328,128.6190257,2.5,1.0
02-대현로-가-0039,양버즘나무,35.88167002,128.6128032,2.5,1.0
02-대현로-가-0031,양버즘나무,35.88145657,128.6135675,2.5,1.0
02-신암로-가-0077,양버즘나무,35.88098452,128.612979,2.5,1.0
02-아양로7길-가-0016,이팝나무,35.88313772,128.6168895,2.5,1.0
02-아양로-가-0024,양버즘나무,35.88168751,128.6173762,2.5,1.0
02-아양로8길-가-0019,이팝나무,35.8799202,128.619464,2.5,1.0
02-아양로8길-가-0054,이팝나무,35.87984295,128.6196595,2.5,1.0
02-아양로8길-가-0060,이팝나무,35.88043781,128.6193492,2.5,1.0
02-아양로-가-0036,양버즘나무,35.88210417,128.6194859,2.5,1.0
02-아양로-가-0533,양버즘나무,35.8821512,128.6186877,2.5,1.0
02-아양로-가-0554,양버즘나무,35.88135938,128.6146879,2.5,1.0
02-아양로-가-0556,양버즘나무,35.88132756,128.6145268,2.5,1.0
02-송라로-가-0141,칠엽수,35.87952905,128.6148098,2.5,1.0
02-대현로-가-0026,양버즘나무,35.88126487,128.613626,2.5,1.0
02-아양로8길-가-0063,이팝나무,35.88062516,128.6192798,2.5,1.0
02-아양로8길-가-0071,느티나무,35.88166481,128.6190432,2.5,1.0
02-신암로-가-0065,양버즘나무,35.88096256,128.6138281,2.5,1.0
02-신성로-가-0082,은행나무,35.8806632,128.6135984,2.5,1.0
02-신암로-가-0036,양버즘나무,35.87940207,128.6104597,2.5,1.0
02-신성로-가-0090,은행나무,35.8803822,128.6132159,2.5,1.0
02-대현로-가-0041,양버즘나무,35.88173157,128.6125793,2.5,1.0
02-아양로8길-가-0003,이팝나무,35.8815556,128.6189213,2.5,1.0
02-송라로-가-0126,칠엽수,35.88090253,128.6143368,2.5,1.0
02-아양로-가-0551,양버즘나무,35.88141265,128.6149576,2.5,1.0
02-아양로-가-0552,양버즘나무,35.88138436,128.6148191,2.5,1.0
02-아양로-가-0549,양버즘나무,35.88150901,128.6154549,2.5,1.0
02-신암로-가-0043,양버즘나무,35.88006567,128.611037,2.5,1.0
02-신성로-가-0098,은행나무,35.88002406,128.612231,2.5,1.0
02-신성로-가-0099,은행나무,35.87997454,128.6121448,2.5,1.0
02-신성로-가-0100,은행나무,35.87986888,128.611985,2.5,1.0
02-아양로8길-가-0004,이팝나무,35.88145965,128.6189421,2.5,1.0
02-아양로-가-0033,양버즘나무,35.88194245,128.6186282,2.5,1.0
02-아양로-가-0541,양버즘나무,35.88180714,128.6169627,2.5,1.0
02-신암로-가-0088,양버즘나무,35.88077962,128.6117967,2.5,1.0
02-신암로-가-0073,양버즘나무,35.8810065,128.6130874,2.5,1.0
02-신암로-가-0057,양버즘나무,35.88079914,128.6130289,2.5,1.0
02-신성로-가-0089,은행나무,35.88038969,128.6132604,2.5,1.0
02-신성로-가-0093,은행나무,35.88035162,128.613039,2.5,1.0
02-신성로-가-0094,은행나무,35.88031367,128.6128882,2.5,1.0
02-아양로8길-가-0059,이팝나무,35.88036262,128.6193877,2.5,1.0
02-아양로8길-가-0064,느티나무,35.8807259,128.619253,2.5,1.0
02-아양로-가-0555,양버즘나무,35.88134557,128.614618,2.5,1.0
02-대현로-가-0033,양버즘나무,35.88151452,128.6133569,2.5,1.0
02-대현로-가-0015,양버즘나무,35.88166571,128.6121941,2.5,1.0
02-아양로8길-가-0026,이팝나무,35.87921596,128.6198299,2.5,1.0
02-송라로-가-0137,칠엽수,35.87981571,128.6146569,2.5,1.0
02-송라로-가-0119,칠엽수,35.88033849,128.6146452,2.5,1.0
02-송라로-가-0105,칠엽수,35.87932485,128.615149,2.5,1.0
02-아양로-가-0026,양버즘나무,35.88173043,128.6175913,2.5,1.0
02-아양로-가-0558,양버즘나무,35.88129017,128.614258,2.5,1.0
02-대현로-가-0035,양버즘나무,35.88156514,128.6131793,2.5,1.0
02-대현로-가-0019,양버즘나무,35.88150679,128.6127667,2.5,1.0
02-대현로-가-0012,은행나무,35.88170547,128.6119448,2.5,1.0
02-신암로-가-0060,양버즘나무,35.88083671,128.6132926,2.5,1.0
02-신성로-가-0087,은행나무,35.88039325,128.6133808,2.5,1.0
02-아양로8길-가-0011,이팝나무,35.88077901,128.6190953,2.5,1.0
02-아양로8길-가-0016,이팝나무,35.88037456,128.6192257,2.5,1.0
02-아양로8길-가-0068,느티나무,35.88104943,128.6191822,2.5,1.0
02-아양로8길-가-0069,느티나무,35.88150455,128.6190786,2.5,1.0
02-송라로-가-0120,칠엽수,35.88040614,128.6146073,2.5,1.0
02-아양로-가-0526,양버즘나무,35.88232586,128.6196142,2.5,1.0
02-대현로-가-0020,양버즘나무,35.88149191,128.6128135,2.5,1.0
02-대현로-가-0016,양버즘나무,35.88164069,128.6122842,2.5,1.0
02-신성로-가-0085,은행나무,35.88071319,128.6135067,2.5,1.0
02-신성로-가-0104,은행나무,35.87967942,128.6117214,2.5,1.0
02-송라로-가-0127,칠엽수,35.88083238,128.6141291,2.5,1.0
02-송라로-가-0125,칠엽수,35.88084441,128.6143658,2.5,1.0
02-아양로-가-0550,양버즘나무,35.88142933,128.6150421,2.5,1.0
02-아양로-가-0545,양버즘나무,35.88158127,128.6158115,2.5,1.0
02-대현로-가-0046,양버즘나무,35.8818738,128.6121193,2.5,1.0
02-대현로-가-0044,양버즘나무,35.88180019,128.612333,2.5,1.0
02-대현로-가-0023,양버즘나무,35.88138625,128.613192,2.5,1.0
02-신암로-가-0069,양버즘나무,35.8810513,128.6133089,2.5,1.0
02-신암로-가-0079,양버즘나무,35.88096008,128.6128606,2.5,1.0
02-신암로-가-0045,양버즘나무,35.88040881,128.6115264,2.5,1.0
02-신성로-가-0037,은행나무,35.87938642,128.6115844,2.5,1.0
02-신성로-가-0097,은행나무,35.88004704,128.6122612,2.5,1.0
02-아양로8길-가-0046,이팝나무,35.87920883,128.6199898,2.5,1.0
02-송라로-가-0131,칠엽수,35.88024118,128.6144276,2.5,1.0
02-송라로-가-0139,칠엽수,35.87969372,128.6147375,2.5,1.0
02-신성로-가-0072,은행나무,35.88044056,128.6141864,2.5,1.0
02-송라로-가-0128,칠엽수,35.88076369,128.6141554,2.5,1.0
02-대현로-가-0030,양버즘나무,35.88141356,128.6137488,2.5,1.0
02-신암로-가-0081,양버즘나무,35.88090129,128.6125695,2.5,1.0
02-신암로-가-0080,양버즘나무,35.88092436,128.612681,2.5,1.0
02-신암로-가-0055,양버즘나무,35.88075452,128.6128247,2.5,1.0
02-아양로-가-0001,양버즘나무,35.88114292,128.6145804,2.5,1.0
05-대현로19길-가-0003,은행나무,35.88492966,128.6140289,2.5,1.0
05-대학로-가-0084,느티나무,35.89243399,128.6094759,2.5,1.0
05-대학로-가-0086,느티나무,35.89255361,128.6096279,2.5,1.0
05-대학로-가-0085,느티나무,35.89249827,128.6095547,2.5,1.0
05-대현남로6길-가-0001,왕벚나무,35.88127596,128.6073497,2.5,1.0
05-대현남로6길-가-0002,왕벚나무,35.88122958,128.6074484,2.5,1.0
05-대현남로6길-가-0004,왕벚나무,35.88116696,128.6075828,2.5,1.0
05-대현남로6길-가-0003,왕벚나무,35.88120167,128.6075143,2.5,1.0
05-대현남로6길-가-0005,왕벚나무,35.88112759,128.6076623,2.5,1.0
05-대현남로6길-가-0006,왕벚나무,35.88108561,128.6077694,2.5,1.0
05-대현남로6길-가-0007,왕벚나무,35.88105773,128.6078325,2.5,1.0
05-대현남로6길-가-0008,왕벚나무,35.88101611,128.6079119,2.5,1.0
05-대현남로6길-가-0009,왕벚나무,35.88098129,128.6079887,2.5,1.0
05-대현남로6길-가-0010,왕벚나무,35.88094651,128.6080628,2.5,1.0
05-대현남로6길-가-0011,왕벚나무,35.88091379,128.6081507,2.5,1.0
05-대현남로6길-가-0012,왕벚나무,35.88088122,128.6082276,2.5,1.0
05-대현남로6길-가-0013,왕벚나무,35.88084193,128.6083015,2.5,1.0
05-대현남로6길-가-0014,왕벚나무,35.88081165,128.6083756,2.5,1.0
05-대현남로6길-가-0015,왕벚나무,35.88077022,128.6084412,2.5,1.0
05-대현남로6길-가-0016,왕벚나무,35.88071528,128.6085066,2.5,1.0
05-대현남로6길-가-0020,왕벚나무,35.88040222,128.6091729,2.5,1.0
05-대현남로6길-가-0021,왕벚나무,35.8803698,128.6092387,2.5,1.0
05-대현남로6길-가-0022,왕벚나무,35.88033051,128.6093126,2.5,1.0
05-대현남로6길-가-0023,왕벚나무,35.88029366,128.6093728,2.5,1.0
05-대현남로6길-가-0024,왕벚나무,35.88024776,128.6094355,2.5,1.0
05-대현남로6길-가-0025,왕벚나무,35.880204,128.6095066,2.5,1.0
05-대현남로6길-가-0026,왕벚나무,35.88015574,128.6095776,2.5,1.0
05-대현남로6길-가-0027,왕벚나무,35.88009149,128.6096649,2.5,1.0
05-대현남로6길-가-0028,왕벚나무,35.87999344,128.609848,2.5,1.0
05-대현남로6길-가-0029,왕벚나무,35.87991909,128.6099216,2.5,1.0
05-대현남로6길-가-0030,왕벚나무,35.87988006,128.6099762,2.5,1.0
05-대현남로6길-가-0031,왕벚나무,35.87983637,128.6100417,2.5,1.0
05-대현남로6길-가-0032,왕벚나무,35.87979734,128.6100963,2.5,1.0
05-대현남로6길-가-0033,왕벚나무,35.87974908,128.6101673,2.5,1.0
05-대현남로6길-가-0034,왕벚나무,35.87970758,128.6102384,2.5,1.0
05-신암로-가-0019,양버즘나무,35.87929916,128.6100464,2.5,1.0
05-신암로-가-0018,양버즘나무,35.87936401,128.6100922,2.5,1.0
05-신암로-가-0017,양버즘나무,35.87941742,128.6101379,2.5,1.0
05-대현남로-가-0014,왕벚나무,35.88091985,128.6063515,2.5,1.0
05-대현남로-가-0015,왕벚나무,35.88092572,128.606418,2.5,1.0
05-대현남로-가-0016,왕벚나무,35.88093373,128.6064929,2.5,1.0
05-대현남로-가-0017,왕벚나무,35.88095071,128.6065708,2.5,1.0
05-대현남로-가-0018,왕벚나무,35.88097448,128.606646,2.5,1.0
05-대현남로-가-0019,왕벚나무,35.88101336,128.6067714,2.5,1.0
05-대현남로-가-0020,왕벚나무,35.88104592,128.6068634,2.5,1.0
05-대현남로-가-0021,왕벚나무,35.88107209,128.6069276,2.5,1.0
05-대현남로4길-가-0001,왕벚나무,35.88101571,128.6071008,2.5,1.0
05-대현남로4길-가-0002,왕벚나무,35.88097901,128.6071499,2.5,1.0
05-대현남로4길-가-0003,왕벚나무,35.88094227,128.6072018,2.5,1.0
05-대현남로4길-가-0004,왕벚나무,35.8808919,128.6072617,2.5,1.0
05-대현남로4길-가-0005,왕벚나무,35.88084386,128.6073161,2.5,1.0
05-대현남로4길-가-0006,왕벚나무,35.8807938,128.6073538,2.5,1.0
05-대현남로4길-가-0007,왕벚나무,35.8807239,128.6073579,2.5,1.0
05-대현남로4길-가-0008,왕벚나무,35.8806608,128.6073594,2.5,1.0
05-대현남로4길-가-0009,왕벚나무,35.88059995,128.6073609,2.5,1.0
05-대현남로4길-가-0010,왕벚나무,35.88053914,128.6073597,2.5,1.0
05-대현남로4길-가-0011,왕벚나무,35.88048505,128.6073614,2.5,1.0
05-대현남로4길-가-0012,왕벚나무,35.88039954,128.6073541,2.5,1.0
05-대현남로4길-가-0013,왕벚나무,35.88034098,128.6073529,2.5,1.0
05-대현남로4길-가-0014,왕벚나무,35.88027807,128.6073406,2.5,1.0
05-대현남로4길-가-0015,왕벚나무,35.88022187,128.6073312,2.5,1.0
05-대현남로4길-가-0016,왕벚나무,35.88015889,128.6073244,2.5,1.0
05-대현남로4길-가-0017,왕벚나무,35.88009143,128.6073147,2.5,1.0
05-대현남로4길-가-0018,왕벚나무,35.880015,128.6073021,2.5,1.0
05-대현남로4길-가-0019,왕벚나무,35.87994293,128.6073006,2.5,1.0
05-대현남로-가-0041,왕벚나무,35.88223816,128.607837,2.5,1.0
05-대현남로-가-0042,왕벚나무,35.88216679,128.6077829,2.5,1.0
05-대현남로-가-0043,왕벚나무,35.88213781,128.6077602,2.5,1.0
05-대현남로-가-0044,왕벚나무,35.88203521,128.6076834,2.5,1.0
05-대현남로-가-0045,왕벚나무,35.8819771,128.607649,2.5,1.0
05-대현남로-가-0046,왕벚나무,35.88179412,128.607518,2.5,1.0
05-대현남로-가-0047,왕벚나무,35.88166456,128.6074351,2.5,1.0
05-대현남로-가-0031,왕벚나무,35.88219167,128.607944,2.5,1.0
05-대현남로-가-0030,왕벚나무,35.88214039,128.6079042,2.5,1.0
05-대현남로-가-0029,왕벚나무,35.88208914,128.6078617,2.5,1.0
05-대현남로-가-0028,왕벚나무,35.8820245,128.6078105,2.5,1.0
05-대현남로-가-0027,왕벚나무,35.88195531,128.6077621,2.5,1.0
05-대현남로-가-0026,왕벚나무,35.88179913,128.6076482,2.5,1.0
05-대현남로-가-0025,왕벚나무,35.88173441,128.6076026,2.5,1.0
05-대현남로-가-0024,왕벚나무,35.88150011,128.6074345,2.5,1.0
05-대현남로-가-0037,왕벚나무,35.88267778,128.6081504,2.5,1.0
05-대현남로-가-0038,왕벚나무,35.88263979,128.6081275,2.5,1.0
05-대현남로-가-0039,왕벚나무,35.8826108,128.6081047,2.5,1.0
05-대현남로-가-0032,왕벚나무,35.88238359,128.6080808,2.5,1.0
05-대현남로-가-0036,왕벚나무,35.88262464,128.608249,2.5,1.0
05-대현남로-가-0035,왕벚나무,35.88256675,128.608198,2.5,1.0
05-대현남로-가-0034,왕벚나무,35.88250875,128.6081553,2.5,1.0
05-대현남로-가-0033,왕벚나무,35.88244399,128.6081124,2.5,1.0
05-대현남로-가-0040,왕벚나무,35.88238315,128.6079451,2.5,1.0
05-대현남로-가-0075,왕벚나무,35.88068352,128.6048186,2.5,1.0
05-대현남로-가-0074,왕벚나무,35.88071191,128.6048856,2.5,1.0
05-대현남로-가-0073,왕벚나무,35.88079051,128.6050727,2.5,1.0
05-대현남로-가-0072,왕벚나무,35.88082559,128.6051454,2.5,1.0
05-대현남로-가-0071,왕벚나무,35.88086295,128.6052153,2.5,1.0
05-대현남로-가-0069,왕벚나무,35.88089991,128.6053157,2.5,1.0
05-대현남로-가-0070,왕벚나무,35.88088484,128.6052628,2.5,1.0
05-대현남로-가-0068,왕벚나무,35.88088787,128.6053736,2.5,1.0
05-대현남로-가-0067,왕벚나무,35.88090924,128.6054599,2.5,1.0
05-대현남로-가-0066,왕벚나무,35.8809308,128.6055323,2.5,1.0
05-대현남로-가-0065,왕벚나무,35.88094133,128.6055879,2.5,1.0
05-대현남로-가-0064,왕벚나무,35.88095864,128.6056408,2.5,1.0
05-대현남로-가-0063,왕벚나무,35.88097138,128.6056992,2.5,1.0
05-대현남로-가-0062,왕벚나무,35.88099283,128.6057799,2.5,1.0
05-대현남로-가-0061,왕벚나무,35.88099648,128.6058437,2.5,1.0
05-대현남로-가-0060,왕벚나무,35.8810046,128.6059103,2.5,1.0
05-대현남로-가-0059,왕벚나무,35.8810084,128.6059629,2.5,1.0
05-대현남로-가-0001,왕벚나무,35.88069555,128.6050985,2.5,1.0
05-대현남로-가-0002,왕벚나무,35.88072833,128.6051739,2.5,1.0
05-대현남로-가-0003,왕벚나무,35.88074768,128.6052435,2.5,1.0
05-대현남로-가-0004,왕벚나무,35.88077142,128.6053215,2.5,1.0
05-대현남로-가-0005,왕벚나무,35.88079737,128.6054023,2.5,1.0
05-대현남로-가-0006,왕벚나무,35.88081214,128.6054773,2.5,1.0
05-대현남로-가-0007,왕벚나무,35.88083351,128.6055635,2.5,1.0
05-대현남로-가-0008,왕벚나무,35.8808595,128.6056416,2.5,1.0
05-대현남로-가-0009,왕벚나무,35.88089321,128.6058167,2.5,1.0
05-대현남로-가-0010,왕벚나무,35.88090558,128.6059027,2.5,1.0
05-대현남로-가-0011,왕벚나무,35.88091133,128.6059776,2.5,1.0
05-대현남로-가-0012,왕벚나무,35.88091491,128.6060469,2.5,1.0
05-대현남로-가-0013,왕벚나무,35.88090527,128.6060937,2.5,1.0
05-대현남로-가-0058,왕벚나무,35.88102977,128.6063869,2.5,1.0
05-대현남로-가-0057,왕벚나무,35.88103759,128.6064757,2.5,1.0
05-대현남로-가-0056,왕벚나무,35.88105025,128.6065396,2.5,1.0
05-대현남로-가-0055,왕벚나무,35.88106734,128.6066091,2.5,1.0
05-대현남로-가-0054,왕벚나무,35.88108913,128.6066649,2.5,1.0
05-대현남로-가-0053,왕벚나무,35.8811129,128.6067402,2.5,1.0
05-대현남로-가-0052,왕벚나무,35.88113476,128.6067904,2.5,1.0
